,Beta-Sitosterol,Hyperforin,Lupeol,Oleanolic acid,Betulinic acid,Ursolic acid,Bakuchiol,Retinol,Tretinoin,Epimedin C,Rapanone,Bisabolol,Tetrahydroxystilbene glucoside,Calendulin,Honokiol,Embelin,5-O-methyl-Embelin,Tanshinone IIA,Magnolol,Imperatorin,Licochalcone A,Hexylresorcinol,3-decyl-2-5-dihydroxy-benzoquinone,alpha-Arbutin,Carnosic acid,Carnosol,Eucalyptol,Pterostilbene,Linalool,Glabridin,Tea tree oil terpinen-4-ol,Capsaicin,Menthol,Kazinol B,Schizandrin A,Resveratrol,Cryptotanshinone,Formononetin,Asiatic acid,Daidzein,Oxyresveratrol,Calycosin,Wogonin,EMB-3,4-n-butylresorcinol,Azelaic acid,Genistein,Baicalein,Apigenin,Berberine,Curcumin,Paeonol,Naringenin,Acetylshikonin,Hydroquinone,Palmatine,Biochanin A,Phloretin,Salicylic acid,2-hydroxy-naphthoquinone,Ferulic acid,Physcion,Tyrosol,Sulforaphane,Spirulina-derived phycocyanin,Asiaticoside,Madecassic acid,Caffeic acid,Shikonin,Emodin,Thujin,Quercetin,Finasteride,Withaferin A,Hydroxytyrosol,Niacinamide,Rhein,Epicatechin,Aloe-emodin,Andrographolide,Ellagic acid,Epigallocatechin,Kojic acid,4-Methoxyresorcinol,EGCG,Silymarin,Procyanidin B2,Marimastat,Avenanthramide B,Theaflavin,Salvianolic acid B,Polydatin,Byakangelicin,Mulberroside A,Liquiritin,Ascorbic acid,Allantoin from Symphytum,Allantoin,Chlorogenic acid,Baicalin,Puerarin,Arbutin,Phloridzin,Salidroside,Aloin,Geniposide,Mangiferin,Saponin Re,Ginsenoside Rg1,Ginsenoside Rg3,Madecassoside,Sennoside A,Mogroside V,Glycyrrhizin,Icariin,Saikosaponin A,Hesperidin,Acteoside (Verbascoside),Paeoniflorin,Avenanthramide A,Punicalagin,Astragaloside IV,Ginsenoside Rb1,Crocin
Tyrosol,0.078125,0.05970149,0.033898305,0.04761905,0.03125,0.046153847,0.21428572,0.07692308,0.037037037,0.06451613,0.15,0.083333336,0.20512821,0.0625,0.2,0.15,0.13636364,0.056603774,0.083333336,0.09615385,0.1509434,0.2647059,0.15,0.03448276,0.071428575,0.07017544,0.0,0.23529412,0.054054055,0.12280702,0.078947365,0.14814815,0.027027028,0.16666667,0.03773585,0.2857143,0.05263158,0.17391305,0.073529415,0.23684211,0.20588236,0.14,0.10204082,0.13157895,0.08108108,0.074074075,0.225,0.13953489,0.2,0.05,0.14285715,0.16666667,0.18604651,0.125,0.47058824,0.050847456,0.11764706,0.41935483,0.16666667,0.14705883,0.11904762,0.11904762,1.0,0.025641026,0.12903225,0.071428575,0.071428575,0.1388889,0.13043478,0.13157895,0.048780486,0.13333334,0.032258064,0.064935066,0.5416667,0.114285715,0.11627907,0.13043478,0.2,0.07936508,0.11111111,0.11111111,0.18181819,0.10526316,0.09259259,0.12698413,0.10169491,0.040816326,0.092307694,0.084745765,0.11940298,0.20833333,0.05357143,0.046875,0.15,0.13157895,0.051282052,0.051282052,0.0877193,0.11666667,0.18181819,0.2631579,0.27450982,0.36842105,0.14545454,0.07936508,0.10909091,0.047058824,0.05,0.04761905,0.05,0.11111111,0.09589041,0.034883723,0.088607594,0.043956045,0.09210526,0.1388889,0.08219178,0.053333335,0.02919708,0.033707865,0.043956045,0.050847456
Sulforaphane,0.02739726,0.04054054,0.015151516,0.028571429,0.028571429,0.027777778,0.036363635,0.033333335,0.033333335,0.014084507,0.10638298,0.035714287,0.01923077,0.036363635,0.018867925,0.083333336,0.09803922,0.033333335,0.012048192,0.05,0.03076923,0.06521739,0.083333336,0.09090909,0.03125,0.03076923,0.025,0.021276595,0.046511628,0.014492754,0.02173913,0.07936508,0.023255814,0.045454547,0.033898305,0.0,0.04761905,0.05263158,0.039473683,0.039215688,0.0,0.05,0.03448276,0.08888889,0.022222223,0.09375,0.018518519,0.018518519,0.018867925,0.014705882,0.08,0.04347826,0.017857144,0.040816326,0.0,0.030303031,0.032786883,0.041666668,0.025,0.022727273,0.06,0.039215688,0.025641026,1.0,0.027027028,0.051948052,0.051948052,0.06818182,0.054545455,0.04255319,0.04255319,0.036363635,0.029411765,0.03529412,0.048780486,0.022727273,0.018867925,0.01754386,0.03846154,0.04225352,0.022222223,0.0,0.046511628,0.04347826,0.015625,0.04054054,0.014285714,0.055555556,0.013157895,0.014492754,0.051948052,0.015873017,0.015625,0.028169014,0.02739726,0.06521739,0.02173913,0.02173913,0.046153847,0.013888889,0.028985508,0.018867925,0.028985508,0.01754386,0.029850746,0.04225352,0.046875,0.021505376,0.022727273,0.032967035,0.037383176,0.027027028,0.036144577,0.021505376,0.045454547,0.030612245,0.034883723,0.060240965,0.036585364,0.011904762,0.027972028,0.031578947,0.02020202,0.046153847
Spirulina-derived phycocyanin,0.05,0.07,0.031914894,0.0625,0.040816326,0.072164945,0.101265825,0.022222223,0.033707865,0.07368421,0.093333334,0.04761905,0.06410257,0.0875,0.15068494,0.093333334,0.088607594,0.0952381,0.14,0.12048193,0.12790698,0.14492753,0.093333334,0.0,0.11627907,0.14117648,0.028985508,0.13043478,0.013513514,0.1764706,0.04054054,0.11363637,0.027777778,0.25316456,0.083333336,0.16129032,0.09090909,0.16883117,0.068627454,0.20289855,0.16666667,0.1923077,0.21621622,0.067567565,0.11764706,0.031746034,0.25,0.23188406,0.33333334,0.06451613,0.12,0.13043478,0.3809524,0.19117647,0.1509434,0.06521739,0.30985916,0.19402985,0.12698413,0.171875,0.12162162,0.16901408,0.12903225,0.027027028,1.0,0.057142857,0.057142857,0.16666667,0.14285715,0.1969697,0.097222224,0.33846155,0.05263158,0.08256881,0.15873016,0.08695652,0.16666667,0.33333334,0.16666667,0.072164945,0.15151516,0.24637681,0.15384616,0.083333336,0.23376623,0.3375,0.32894737,0.023529412,0.28915662,0.2345679,0.20652173,0.14634146,0.055555556,0.10752688,0.19318181,0.12857144,0.06944445,0.06944445,0.13953489,0.18390805,0.23170732,0.13513513,0.1744186,0.12820514,0.17857143,0.06122449,0.18292683,0.041666668,0.04347826,0.042016808,0.052238807,0.16483517,0.20833333,0.06837607,0.16190477,0.048,0.19,0.123809524,0.07476635,0.13861386,0.04117647,0.032258064,0.03968254,0.05376344
Asiaticoside,0.15789473,0.13131313,0.13333334,0.42666668,0.22988506,0.60294116,0.069767445,0.12790698,0.14117648,0.091836736,0.074074075,0.13414635,0.060240965,0.13580246,0.047058824,0.074074075,0.07058824,0.10227273,0.053097345,0.07692308,0.0625,0.07692308,0.074074075,0.028985508,0.1882353,0.13333334,0.13432837,0.06410257,0.05263158,0.10526316,0.10810811,0.072916664,0.112676054,0.094736844,0.10344828,0.04054054,0.10989011,0.07954545,0.8095238,0.060240965,0.051282052,0.05376344,0.06741573,0.06329114,0.051948052,0.09375,0.071428575,0.05882353,0.05952381,0.04,0.085365854,0.09210526,0.08235294,0.075,0.04761905,0.05102041,0.101123594,0.103896104,0.08571429,0.05263158,0.086419754,0.07317073,0.071428575,0.051948052,0.057142857,1.0,1.0,0.078947365,0.09411765,0.07692308,0.05,0.057471264,0.12903225,0.1495327,0.06849315,0.06666667,0.072289154,0.09411765,0.072289154,0.1978022,0.065789476,0.09638554,0.08108108,0.10666667,0.08695652,0.09803922,0.08163265,0.057471264,0.08737864,0.09375,0.08411215,0.07608695,0.0989011,0.1368421,0.089108914,0.10526316,0.078947365,0.078947365,0.17045455,0.09090909,0.08163265,0.085365854,0.11578947,0.08139535,0.083333336,0.14736842,0.08510638,0.15044248,0.1574074,0.15178572,0.5869565,0.11,0.09009009,0.21495327,0.104347825,0.1826087,0.097345136,0.11818182,0.15384616,0.071428575,0.1030303,0.16666667,0.14285715,0.10752688
Madecassic acid,0.15789473,0.13131313,0.13333334,0.42666668,0.22988506,0.60294116,0.069767445,0.12790698,0.14117648,0.091836736,0.074074075,0.13414635,0.060240965,0.13580246,0.047058824,0.074074075,0.07058824,0.10227273,0.053097345,0.07692308,0.0625,0.07692308,0.074074075,0.028985508,0.1882353,0.13333334,0.13432837,0.06410257,0.05263158,0.10526316,0.10810811,0.072916664,0.112676054,0.094736844,0.10344828,0.04054054,0.10989011,0.07954545,0.8095238,0.060240965,0.051282052,0.05376344,0.06741573,0.06329114,0.051948052,0.09375,0.071428575,0.05882353,0.05952381,0.04,0.085365854,0.09210526,0.08235294,0.075,0.04761905,0.05102041,0.101123594,0.103896104,0.08571429,0.05263158,0.086419754,0.07317073,0.071428575,0.051948052,0.057142857,1.0,1.0,0.078947365,0.09411765,0.07692308,0.05,0.057471264,0.12903225,0.1495327,0.06849315,0.06666667,0.072289154,0.09411765,0.072289154,0.1978022,0.065789476,0.09638554,0.08108108,0.10666667,0.08695652,0.09803922,0.08163265,0.057471264,0.08737864,0.09375,0.08411215,0.07608695,0.0989011,0.1368421,0.089108914,0.10526316,0.078947365,0.078947365,0.17045455,0.09090909,0.08163265,0.085365854,0.11578947,0.08139535,0.083333336,0.14736842,0.08510638,0.15044248,0.1574074,0.15178572,0.5869565,0.11,0.09009009,0.21495327,0.104347825,0.1826087,0.097345136,0.11818182,0.15384616,0.071428575,0.1030303,0.16666667,0.14285715,0.10752688
Caffeic acid,0.055555556,0.083333336,0.014925373,0.08955224,0.057971016,0.08695652,0.20833333,0.0862069,0.16666667,0.10606061,0.104166664,0.11320755,0.17391305,0.074074075,0.19565217,0.104166664,0.09615385,0.0862069,0.103896104,0.14285715,0.21428572,0.1627907,0.104166664,0.0,0.15517241,0.09677419,0.0,0.25641027,0.069767445,0.109375,0.06666667,0.18965517,0.022727273,0.14754099,0.050847456,0.3030303,0.06349207,0.1509434,0.08108108,0.17391305,0.2631579,0.16363636,0.17307693,0.08695652,0.093023255,0.125,0.16666667,0.19148937,0.17021276,0.060606062,0.4473684,0.225,0.16,0.15555556,0.18518518,0.06153846,0.14285715,0.21428572,0.27272728,0.17948718,0.6363636,0.14893617,0.1388889,0.06818182,0.16666667,0.078947365,0.078947365,1.0,0.18,0.1627907,0.08695652,0.23404256,0.05970149,0.047058824,0.29411766,0.15,0.22222222,0.20408164,0.17021276,0.056338027,0.175,0.11764706,0.17948718,0.16666667,0.13793103,0.14705883,0.16129032,0.054545455,0.14705883,0.109375,0.24242425,0.18181819,0.13793103,0.057142857,0.10144927,0.08695652,0.09090909,0.09090909,0.4375,0.15625,0.125,0.1,0.14285715,0.09259259,0.12903225,0.071428575,0.13333334,0.054945055,0.058139537,0.043956045,0.046728972,0.14925373,0.101265825,0.07865169,0.10714286,0.02,0.09756097,0.28985506,0.088607594,0.088607594,0.04225352,0.020618556,0.05154639,0.078125
Shikonin,0.115384616,0.17105263,0.067567565,0.07692308,0.06329114,0.075,0.21052632,0.121212125,0.104477614,0.06329114,0.20754717,0.16666667,0.14035088,0.13114753,0.15789473,0.20754717,0.19298245,0.13846155,0.09090909,0.22950819,0.12857144,0.1509434,0.20754717,0.04347826,0.09859155,0.112676054,0.01923077,0.15384616,0.1632653,0.10810811,0.09259259,0.19402985,0.09803922,0.24615385,0.057971016,0.14893617,0.14705883,0.125,0.09638554,0.12068965,0.15686275,0.13636364,0.14285715,0.1509434,0.094339624,0.06818182,0.13559322,0.13559322,0.13793103,0.051948052,0.22222222,0.1764706,0.15,0.14545454,0.13157895,0.05263158,0.1904762,0.14814815,0.1521739,0.23913044,0.2037037,0.18181819,0.13043478,0.054545455,0.14285715,0.09411765,0.09411765,0.18,1.0,0.19607843,0.12962963,0.15,0.064935066,0.0989011,0.17021276,0.09615385,0.2,0.12903225,0.22222222,0.102564104,0.13725491,0.09677419,0.1632653,0.1764706,0.08450704,0.2027027,0.10666667,0.11290322,0.09876543,0.10810811,0.13414635,0.13432837,0.08450704,0.07594936,0.115384616,0.19607843,0.07272727,0.07272727,0.1594203,0.118421055,0.1369863,0.118644066,0.12162162,0.11111111,0.19117647,0.088607594,0.12857144,0.091836736,0.09677419,0.0927835,0.069565214,0.15789473,0.12643678,0.10309278,0.16853933,0.056074765,0.13483146,0.13636364,0.08988764,0.10227273,0.08163265,0.057692308,0.086538464,0.11111111
Emodin,0.054054055,0.08108108,0.029411765,0.071428575,0.041666668,0.08450704,0.11111111,0.06557377,0.083333336,0.10294118,0.17021276,0.08928572,0.056603774,0.15384616,0.14,0.17021276,0.15686275,0.16071428,0.0875,0.15789473,0.14754099,0.20930232,0.17021276,0.02631579,0.11290322,0.12903225,0.04761905,0.18604651,0.06666667,0.17741935,0.11111111,0.12698413,0.044444446,0.18032786,0.084745765,0.21621622,0.15,0.18867925,0.078947365,0.19148937,0.25,0.2,0.16666667,0.18181819,0.11363637,0.055555556,0.26086956,0.16,0.23913044,0.09090909,0.1632653,0.21428572,0.27659574,0.31707317,0.1724138,0.05970149,0.26923078,0.23255815,0.15789473,0.23076923,0.16666667,0.5135135,0.13157895,0.04255319,0.1969697,0.07692308,0.07692308,0.1627907,0.19607843,1.0,0.18181819,0.2244898,0.073529415,0.083333336,0.15,0.09090909,0.3902439,0.17307693,0.3902439,0.06944445,0.19512194,0.18,0.2,0.1590909,0.19298245,0.21212122,0.13846155,0.05263158,0.12676056,0.17741935,0.10526316,0.13559322,0.07936508,0.10144927,0.13043478,0.10638298,0.08695652,0.08695652,0.109375,0.10144927,0.15625,0.09615385,0.15625,0.08928572,0.2,0.08450704,0.12903225,0.031578947,0.033333335,0.031914894,0.055555556,0.17910448,0.12658228,0.06521739,0.10465116,0.05050505,0.15,0.09638554,0.060240965,0.12820514,0.041666668,0.02020202,0.02970297,0.05970149
Thujin,0.04,0.05263158,0.014492754,0.056338027,0.02739726,0.05479452,0.05263158,0.048387095,0.048387095,0.056338027,0.12244898,0.05172414,0.037037037,0.09090909,0.0754717,0.12244898,0.18,0.12068965,0.16,0.13793103,0.18644068,0.083333336,0.12244898,0.02631579,0.078125,0.09375,0.023255814,0.1590909,0.021276595,0.073529415,0.08695652,0.18333334,0.02173913,0.10769231,0.33333334,0.09756097,0.11290322,0.18867925,0.051282052,0.12,0.08695652,0.22222222,0.21153846,0.083333336,0.11363637,0.027027028,0.115384616,0.094339624,0.09615385,0.2,0.21276596,0.18604651,0.11111111,0.125,0.0625,0.18333334,0.17857143,0.08163265,0.07317073,0.2972973,0.2173913,0.24444444,0.048780486,0.04255319,0.097222224,0.05,0.05,0.08695652,0.12962963,0.18181819,1.0,0.09090909,0.073529415,0.07058824,0.069767445,0.06666667,0.14,0.05172414,0.14,0.05479452,0.11363637,0.05357143,0.11627907,0.08510638,0.09677419,0.1764706,0.04225352,0.03448276,0.038961038,0.073529415,0.06329114,0.06349207,0.046153847,0.08571429,0.09859155,0.06122449,0.06382979,0.06382979,0.109375,0.10144927,0.0882353,0.055555556,0.0882353,0.05172414,0.10769231,0.08450704,0.07692308,0.04255319,0.04494382,0.043010753,0.04587156,0.112676054,0.14102565,0.07692308,0.13095239,0.04,0.15,0.07058824,0.086419754,0.086419754,0.041666668,0.030612245,0.04,0.04411765
Quercetin,0.061728396,0.060240965,0.012987013,0.050632913,0.024691358,0.0625,0.09677419,0.028169014,0.042857144,0.077922076,0.10526316,0.045454547,0.06666667,0.07936508,0.18181819,0.10526316,0.09836066,0.10606061,0.10465116,0.15625,0.14705883,0.1764706,0.10526316,0.0,0.11594203,0.14705883,0.019607844,0.13461539,0.018181818,0.15714286,0.054545455,0.12857144,0.018518519,0.19402985,0.05882353,0.17777778,0.1,0.26785713,0.05882353,0.30612245,0.20833333,0.2982456,0.24561404,0.09090909,0.11764706,0.045454547,0.46666667,0.32,0.47727272,0.06666667,0.16071428,0.18,0.25925925,0.47619048,0.16666667,0.067567565,0.21311475,0.22,0.15555556,0.16666667,0.16363636,0.18518518,0.13333334,0.036363635,0.33846155,0.057471264,0.057471264,0.23404256,0.15,0.2244898,0.09090909,1.0,0.051948052,0.06451613,0.22727273,0.09803922,0.16071428,0.25454545,0.16071428,0.0625,0.26666668,0.19642857,0.2173913,0.11320755,0.1875,0.20547946,0.20588236,0.030303031,0.1891892,0.22727273,0.16455697,0.13636364,0.055555556,0.07692308,0.13157895,0.11111111,0.074074075,0.074074075,0.16176471,0.2173913,0.24242425,0.12068965,0.17142858,0.11290322,0.14285715,0.07594936,0.2580645,0.029126214,0.030612245,0.029411765,0.05172414,0.12987013,0.24358974,0.06,0.19767442,0.027522936,0.13636364,0.13793103,0.06666667,0.14285715,0.039473683,0.028301887,0.027522936,0.053333335
Finasteride,0.15116279,0.10989011,0.15189873,0.15662651,0.17073171,0.15294118,0.065789476,0.116883114,0.13157895,0.10344828,0.07042254,0.12328767,0.026666667,0.14084508,0.02631579,0.08571429,0.08108108,0.13157895,0.06930693,0.06097561,0.09638554,0.042857144,0.08571429,0.016949153,0.15384616,0.12345679,0.12068965,0.05882353,0.06153846,0.08045977,0.12698413,0.08235294,0.07936508,0.08139535,0.07594936,0.03125,0.125,0.06329114,0.13186814,0.05479452,0.028985508,0.06097561,0.07692308,0.073529415,0.07692308,0.05357143,0.053333335,0.053333335,0.054054055,0.056818184,0.09859155,0.07462686,0.08,0.071428575,0.03773585,0.045454547,0.0875,0.057142857,0.06557377,0.06153846,0.06944445,0.08450704,0.032258064,0.029411765,0.05263158,0.12903225,0.12903225,0.05970149,0.064935066,0.073529415,0.073529415,0.051948052,1.0,0.15463917,0.03076923,0.06153846,0.06849315,0.051282052,0.054054055,0.16666667,0.060606062,0.05263158,0.06153846,0.09090909,0.072289154,0.06315789,0.043956045,0.0945946,0.06315789,0.06818182,0.060606062,0.04761905,0.12658228,0.11494253,0.06451613,0.073529415,0.18333334,0.18333334,0.0952381,0.07777778,0.055555556,0.04,0.055555556,0.03797468,0.056818184,0.101123594,0.058139537,0.12264151,0.12871288,0.123809524,0.09756097,0.06382979,0.057692308,0.14423077,0.054545455,0.096491225,0.06603774,0.06666667,0.09,0.058252428,0.11038961,0.0990991,0.116071425,0.057471264
Withaferin A,0.27173913,0.13333334,0.13541667,0.15151516,0.14,0.14851485,0.06451613,0.14285715,0.11827957,0.08571429,0.093023255,0.11111111,0.09195402,0.15116279,0.04347826,0.093023255,0.08888889,0.11827957,0.07692308,0.12903225,0.048076924,0.058139537,0.093023255,0.02631579,0.1368421,0.17204301,0.10666667,0.046511628,0.06097561,0.13131313,0.14102565,0.078431375,0.116883114,0.13265306,0.072916664,0.037037037,0.14893617,0.08510638,0.15238096,0.07954545,0.034883723,0.071428575,0.08510638,0.09638554,0.086419754,0.04054054,0.07777778,0.07777778,0.06666667,0.057142857,0.06666667,0.05882353,0.11235955,0.09411765,0.042857144,0.04761905,0.09375,0.057471264,0.06410257,0.0875,0.055555556,0.07954545,0.064935066,0.03529412,0.08256881,0.1495327,0.1495327,0.047058824,0.0989011,0.083333336,0.07058824,0.06451613,0.15463917,1.0,0.0625,0.06097561,0.06666667,0.11111111,0.10344828,0.18367347,0.07317073,0.11363637,0.115384616,0.05882353,0.10309278,0.12264151,0.097087376,0.06451613,0.11214953,0.13131313,0.09821428,0.08163265,0.08080808,0.15,0.125,0.15189873,0.072289154,0.072289154,0.078431375,0.0952381,0.10784314,0.09090909,0.086538464,0.08695652,0.121212125,0.1262136,0.1122449,0.1322314,0.13793103,0.13333334,0.125,0.10280374,0.084745765,0.14166667,0.08943089,0.144,0.11016949,0.09243698,0.13392857,0.114035085,0.1595092,0.12903225,0.12598425,0.089108914
Hydroxytyrosol,0.07462686,0.057142857,0.032258064,0.045454547,0.029850746,0.04411765,0.125,0.07272727,0.03508772,0.078125,0.13953489,0.078431375,0.1627907,0.05882353,0.275,0.13953489,0.12765957,0.05357143,0.125,0.13207547,0.12280702,0.24324325,0.13953489,0.03125,0.10526316,0.084745765,0.0,0.15384616,0.05,0.11666667,0.07317073,0.2037037,0.025,0.15789473,0.054545455,0.18181819,0.05,0.14,0.07042254,0.1627907,0.1891892,0.13207547,0.14,0.12195122,0.075,0.06666667,0.18181819,0.18181819,0.1590909,0.06451613,0.21428572,0.18421052,0.14893617,0.14285715,0.2173913,0.06557377,0.13207547,0.30555555,0.1875,0.16666667,0.1904762,0.13636364,0.5416667,0.048780486,0.15873016,0.06849315,0.06849315,0.29411766,0.17021276,0.15,0.069767445,0.22727273,0.03076923,0.0625,1.0,0.10526316,0.1590909,0.22222222,0.275,0.092307694,0.16216215,0.12765957,0.23529412,0.125,0.10714286,0.15625,0.1724138,0.03846154,0.15625,0.09836066,0.21875,0.1509434,0.050847456,0.04477612,0.125,0.12195122,0.04761905,0.04761905,0.18181819,0.12903225,0.15254237,0.1590909,0.21428572,0.22222222,0.2,0.07575758,0.16363636,0.045454547,0.04819277,0.04597701,0.048543688,0.140625,0.10666667,0.033707865,0.1125,0.04255319,0.102564104,0.25,0.078947365,0.078947365,0.028571429,0.032608695,0.04255319,0.048387095
Niacinamide,0.057142857,0.055555556,0.015384615,0.092307694,0.04411765,0.073529415,0.07692308,0.033898305,0.07017544,0.14516129,0.08510638,0.055555556,0.10638298,0.07692308,0.08163265,0.08510638,0.1,0.08928572,0.050632913,0.0877193,0.13793103,0.09090909,0.08510638,0.029411765,0.083333336,0.06451613,0.0,0.093023255,0.023255814,0.06153846,0.069767445,0.09836066,0.023809524,0.07936508,0.03448276,0.10810811,0.06557377,0.09259259,0.06849315,0.10638298,0.0952381,0.0877193,0.11320755,0.06666667,0.125,0.09677419,0.10204082,0.125,0.104166664,0.046153847,0.12765957,0.14634146,0.09803922,0.08695652,0.15384616,0.06349207,0.0877193,0.16666667,0.21212122,0.15789473,0.13043478,0.083333336,0.114285715,0.022727273,0.08695652,0.06666667,0.06666667,0.15,0.09615385,0.09090909,0.06666667,0.09803922,0.06153846,0.06097561,0.10526316,1.0,0.17777778,0.09615385,0.12765957,0.057971016,0.09756097,0.078431375,0.1,0.175,0.12280702,0.08571429,0.07692308,0.056603774,0.07042254,0.078125,0.09589041,0.06779661,0.10344828,0.07462686,0.072463766,0.09090909,0.15,0.15,0.09836066,0.10769231,0.09375,0.08163265,0.11111111,0.0754717,0.09677419,0.073529415,0.08196721,0.02173913,0.022988506,0.021978023,0.04761905,0.11940298,0.0625,0.056179777,0.058139537,0.030927835,0.060240965,0.074074075,0.12,0.07692308,0.05035971,0.010416667,0.020408163,0.046875
Rhein,0.050632913,0.07594936,0.013513514,0.08108108,0.05263158,0.078947365,0.083333336,0.029411765,0.07692308,0.1764706,0.13207547,0.04761905,0.10909091,0.10169491,0.14814815,0.13207547,0.12280702,0.14754099,0.08235294,0.14516129,0.15384616,0.14,0.13207547,0.0,0.13846155,0.11940298,0.020833334,0.14285715,0.01923077,0.13043478,0.057692308,0.13432837,0.019607844,0.14925373,0.06153846,0.1627907,0.121212125,0.15254237,0.074074075,0.17307693,0.17021276,0.16393442,0.19298245,0.11764706,0.17391305,0.102564104,0.18867925,0.21153846,0.16981132,0.06944445,0.16981132,0.19148937,0.2037037,0.15686275,0.14705883,0.055555556,0.18333334,0.18367347,0.3243243,0.39473686,0.19607843,0.29787233,0.11627907,0.018867925,0.16666667,0.072289154,0.072289154,0.22222222,0.2,0.3902439,0.14,0.16071428,0.06849315,0.06666667,0.1590909,0.17777778,1.0,0.13793103,0.5897436,0.064935066,0.17391305,0.12280702,0.17777778,0.16666667,0.19672132,0.16438356,0.112676054,0.048387095,0.103896104,0.13043478,0.15584415,0.10769231,0.12307692,0.065789476,0.12162162,0.11764706,0.1,0.1,0.15151516,0.15714286,0.16176471,0.0877193,0.12857144,0.08196721,0.28333333,0.064935066,0.13636364,0.01980198,0.020833334,0.02,0.04385965,0.3548387,0.105882354,0.072916664,0.0989011,0.03809524,0.12790698,0.10344828,0.10714286,0.13414635,0.040268455,0.00952381,0.018691588,0.04109589
Epicatechin,0.115384616,0.072289154,0.053333335,0.07692308,0.05,0.088607594,0.11290322,0.04225352,0.04225352,0.07692308,0.06666667,0.09375,0.083333336,0.0952381,0.15789473,0.06666667,0.0625,0.0882353,0.18518518,0.11940298,0.112676054,0.17307693,0.06666667,0.0,0.09859155,0.12857144,0.06,0.13207547,0.036363635,0.20588236,0.07272727,0.11111111,0.09803922,0.265625,0.12307692,0.17391305,0.09859155,0.125,0.09638554,0.14035088,0.20408164,0.15384616,0.16129032,0.05172414,0.16,0.02173913,0.19642857,0.1754386,0.22222222,0.0945946,0.13793103,0.15384616,0.38,0.18867925,0.16216215,0.11111111,0.29310346,0.1923077,0.1521739,0.14,0.14035088,0.14035088,0.13043478,0.01754386,0.33333334,0.09411765,0.09411765,0.20408164,0.12903225,0.17307693,0.05172414,0.25454545,0.051282052,0.11111111,0.22222222,0.09615385,0.13793103,1.0,0.13793103,0.088607594,0.13725491,0.74358976,0.14,0.11111111,0.4528302,0.3283582,0.66,0.014705882,0.5614035,0.5471698,0.24,0.16923077,0.08450704,0.118421055,0.26086956,0.1509434,0.05357143,0.05357143,0.21212122,0.16438356,0.16901408,0.15789473,0.18571429,0.14754099,0.15714286,0.088607594,0.16176471,0.07,0.07368421,0.07070707,0.078947365,0.14285715,0.15294118,0.08080808,0.10638298,0.056074765,0.23170732,0.14942528,0.10227273,0.14117648,0.052980132,0.057692308,0.06603774,0.05263158
Aloe-emodin,0.06410257,0.07594936,0.02739726,0.05263158,0.038961038,0.051282052,0.10169491,0.060606062,0.04477612,0.12676056,0.15384616,0.06451613,0.12962963,0.10169491,0.21568628,0.15384616,0.14285715,0.12903225,0.08235294,0.16393442,0.11940298,0.1632653,0.15384616,0.023255814,0.104477614,0.11940298,0.020833334,0.14285715,0.039215688,0.13043478,0.057692308,0.15151516,0.019607844,0.16666667,0.06153846,0.1627907,0.121212125,0.1724138,0.074074075,0.19607843,0.17021276,0.16393442,0.1724138,0.14,0.17391305,0.075,0.21153846,0.21153846,0.16981132,0.08450704,0.16981132,0.16666667,0.2037037,0.15686275,0.14705883,0.055555556,0.18333334,0.20833333,0.225,0.39473686,0.1509434,0.29787233,0.2,0.03846154,0.16666667,0.072289154,0.072289154,0.17021276,0.22222222,0.3902439,0.14,0.16071428,0.054054055,0.10344828,0.275,0.12765957,0.5897436,0.13793103,1.0,0.093333334,0.17391305,0.12280702,0.26190478,0.14285715,0.140625,0.1971831,0.112676054,0.048387095,0.103896104,0.13043478,0.17105263,0.14285715,0.057971016,0.065789476,0.15277778,0.1632653,0.078431375,0.078431375,0.11764706,0.15714286,0.1969697,0.12727273,0.16176471,0.13793103,0.4528302,0.093333334,0.171875,0.04040404,0.04255319,0.040816326,0.053097345,0.25373134,0.11904762,0.05102041,0.123595506,0.058252428,0.14117648,0.14285715,0.09411765,0.13414635,0.040268455,0.029126214,0.03809524,0.055555556
